id_active_ingredient,active_ingredient,active_ingredient_eng
751,AMOCIXILINA TRIHIDRATADA,
752,ÁCIDO CLAVULÂNICO,
753,HIDROQUINONA,
754,SALBUTAMOL,
755,ENOXAPARINA SÓDICA,
756,TRIFOLIUM PRATENSE L.,
757,TIBOLONA,
758,CLINDAMICINA,
759,SINVASTATINA,
760,CLIOQUINOL,
761,TOLNAFTATO,
762,GLICERINA,
763,PROPIONATO DE CLOBETASOL,
764,CLORIDRATO DE CEFEPIMA,
765,CITRATO DE CLOMIFENO,
766,CLONAZEPAM,
767,FENDIZOATO DE CLOPERASTINA,
768,ACETATO DE ZUCLOPENTIXOL,
769,DECANOATO DE ZUCLOPENTIXOL,
770,DICLORIDRATO DE ZUCLOPENTIXOL,
771,CLORIDRATO DE DOXICICLINA,
772,CLORETO DE MAGNÉSIO,
773,ÁCIDO ACÉTICO GLACIAL,
774,GLICOSE ANIDRA,
775,CLORIDRATO DE SOTALOL,
776,CLORIDRATO DE BUPIVACAÍNA MONOIDRATADO,
777,CLORIDRATO DE CINACALCETE,
778,CLORIDRATO DE CLINDAMICINA MONOIDRATADO,
779,CLORIDRATO DE CLOBUTINOL,
780,SUCCINATO DE DOXILAMINA,
781,CLORIDRATO DE DOBUTAMINA,
782,CLORIDRATO DE DOPAMINA,
783,CLORIDRATO DE DOXORRUBICINA,
784,CLORIDRATO DE FINGOLIMODE,
785,CLORIDRATO DE FLAVOXATO,
786,CLORIDRATO DE FLUOXETINA,
787,CLORIDRATO DE GENCITABINA,
788,DICLORIDRATO DE HIDROXIZINA,
789,CLORIDRATO DE HIDROXIZINA,
790,CLORIDRATO DE LERCANIDIPINO,
791,CLORIDRATO DE LINCOMICINA,
792,CLORIDRATO DE METFORMINA,
793,CLORIDRATO DE MINOCICLINA,
794,CLORIDRATO DE NALBUFINA,
795,CLORIDRATO DE NALOXONA,
796,CLORIDRATO DE NARATRIPTANA,
797,CLORIDRATO DE NORTRIPTILINA,
798,CLORIDRATO DE PAROXETINA HEMI-HIDRATADO,
799,CLORIDRATO DE PETIDINA,
800,FOSFATO DISSÓDICO DE DEXAMETASONA,
801,CLORIDRATO DE PROMETAZINA,
802,PROMETAZINA,
803,CLORIDRATO DE PROPAFENONA,
804,CLORIDRATO DE SEVELÂMER,
805,CLORIDRATO DE SIBUTRAMINA MONOIDRATADO,
806,CLORIDRATO DE TANSULOSINA,
807,CLORIDRATO DE TETRAHIDROZOLINA,
808,CLORIDRATO DE TICLOPIDINA,
809,CLORIDRATO DE TIZANIDINA,
810,CLORIDRATO DE TOPOTECANA,
811,CLORIDRATO DE VANCOMICINA,
812,CLORIDRATO DE VARDENAFILA,
813,CLORIDRATO DE VERAPAMIL,
814,CLORIDRATO DE ZIPRASIDONA MONOIDRATADO,
815,DIFOSFATO DE CLOROQUINA,
816,CLOZAPINA,
817,LUMEFANTRINA,
818,ARTEMÉTER,
819,COBAMAMIDA,
820,BACOPA MONNIERI (L.) WETTST.,
821,HEMITARTARATO DE RIVASTIGMINA,
822,COLCHICINA BASE,
823,EZETIMIBA,
824,COLISTIMETATO DE SÓDIO,
825,LISOZIMA,
826,TIOCOLCHICOSÍDEO,
827,CINERARIA MARITIMA D.C.,
828,EUPHRASIA OFFICINALIS L.,
829,SULFATO DE ZINCO HEPTAIDRATADO,
830,SULFATO DE ZINCO,
831,GLICINATO FÉRRICO,
832,FERROCARBONILA,
833,VACINA COVID-19,
834,DIAZEPAM,
835,CLORIDRATO DE NICOTINAMIDA,
836,CAPSICUM ANNUM L.,
837,NUX VÔMICA,
838,POLYGONUM PUNCTATUM H.LÉV,
839,RATANHIA,
840,ARSENICUM IODATUM,
841,CAUSTICUM HAHNEMANNI,
842,AGRAPHIS NUTANS,
843,CALCIUM IODATUM,
844,BORAX,
845,KALI CHLORICUM,
846,CALCAREA PHOSPHORICA,
847,CHINA OFFICINALIS,
848,IPECACUANHA,
849,CONIUM MACULATUM,
850,HEPAR SULFURIS,
851,SPONGIA TOSTA,
852,CARDUUS MARIANUS L.,
853,CHELIDONIUM MAJUS,
854,LYCOPODIUM CLAVATUM L.,
855,COCCULUS INDICUS,
856,KREOSOTUM,
857,NOZ MOSCADA,
858,PETROLEUM,
859,ALLIUM SATIVUM L.,
860,EUPATORIUM PERFOLIATUM L.,
861,GELSEMIUM SEMPERVIRENS,
862,CALCAREA FLUORICA,
863,CLEMATIS VITALBA,
864,HAMAMELIS VIRGINIANA L.,
865,PULSATILLA NIGRICANS,
866,HYDRASTIS CANADENSIS L.,
867,KALI BICHROMICUM,
868,MAGNESIA CARBONICA,
869,ABIES NIGRA,
870,ASA FOETIDA,
871,IGNATIA AMARA,
872,PHOSPHORUS,
873,ANTIMONIUM TARTARICUM,
874,BRYONIA ALBA L.,
875,CALCAREA IODATA,
876,CHIONANTHUS VIRGINICA,
877,IRIS VERSICOLOR,
878,SANGUINARIA CANADENSIS L.,
879,ACTAEA RACEMOSA,
880,LACHESIS MUTUS,
881,SEPIA OFFICINALIS,
882,BLATTA ORIENTALIS,
883,GRINDELIA,
884,LOBELIA INFLATA,
885,NATRUM SULPHURICUM,
886,GRAPHITES,
887,PHYTOLACCA DECANDRA,
888,ARSENICUM ALBUM,
889,SABADILLA,
890,ACIDUM NITRICUM,
891,CLEMATIS ERECTA,
892,COMPLEXO PROTROMBINICO HUMANO LIOF,
893,RHUS TOXICODENDRON L.,
894,RUTA GRAVEOLENS L.,
895,COMPLEMENTO,
896,CÁSSIA SENNA,
897,ENTACAPONA,
898,BISOPROLOL,
899,CONDROITINA SULFATO DE SÓDIO,
900,SULFATO DE GLICOSAMINA CLORETO DE SÓDIO,
901,DIOSMINA,
902,HESPERIDINA,
903,SACCHAROMYCES BOULARDII - 17,
904,SACCHAROMYCES BOULARDII,
905,ACETATO DE MEDROXIPROGESTERONA,
906,CLORIDRATO DE NALTREXONA,
907,ACETATO DE GLATIRÂMER,
908,ÁCIDO ACETIL SALICILICO,
909,ORLISTATE,
910,DICLORIDRATO DE TRIMETAZIDINA,
911,SECUQUINUMABE,
912,PERINDOPRIL,
913,ÁCIDO ACÉTICO,
914,PANCREATINA,
915,ROSUVASTATINA CÁLCICA,
916,PROGESTERONA,
917,CROFELÊMER,
918,CROMOGLICATO,
919,CLORIDRATO DE HIDROXOCOBALAMINA,
920,DAPTOMICINA,
921,PENICILAMINA,
922,ALFAPORACTANTO,
923,IODETO DE TIMOL,
924,SUBGALATO DE BISMUTO,
925,CIPIONATO DE ESTRADIOL,
926,GANCICLOVIR SÓDICO,
927,RAMUCIRUMABE,
928,BELADONA PÓ,
929,CLORETO DE METILTIONÍNIO,
930,CLORIDRATO DE ACRIFLAVINA,
931,METENAMINA,
932,HIALURONATO DE SÓDIO,
933,GENCITABINA,
934,ÁCIDO CARGLÚMICO,
935,HEMITARTARATO DE ELIGLUSTATE,
936,GONADOTROPINA CORIÔNICA,
937,RESLIZUMABE,
938,INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO,
939,CLORIDRATO DE OLOPATADINA,
940,CLORIDRATO DE DEXMEDETOMIDINA,
941,CLORIDRATO DE LOPERAMIDA,
942,CLORIDRATO DE RALOXIFENO,
943,ATROPA BELLADONNA L.,
944,FOSFATO SÓDICO DE PREDNISOLONA,
945,HEMIFUMARATO DE COBIMETINIBE,
946,SULFATO DE ISAVUCONAZÔNIO,
947,BUROSUMABE,
948,FRANGULA PURSHIANA (DC.) A. GRAY,
949,SULFATO DE VINCRISTINA,
950,DACARBAZINA,
951,CLORIDRATO DE PIPERIDOLATO,
952,FLAVONÓIDES EXPRESSOS EM HESPERIDINA,
953,CALCIPOTRIOL MONOIDRATADO,
954,CALCIPOTRIOL,
955,MICONAZOL,
956,CLORIDRATO DE CLINDAMICINA,
957,DARATUMUMABE,
958,CLORIDRATO DE FLURAZEPAM,
959,FUMARATO FERROSO,
960,FENITOÍNA,
961,DANTROLENO SÓDICO HEMIEPTAIDRATADO,
962,GLIBENCLAMIDA,
963,DAPAGLIFLOZINA,
964,PIRIMETAMINA,
965,PROPILENOGLICOLATO DE DARUNAVIR,
966,EDETATO CRÔMICO (51 CR),
967,ROFLUMILASTE,
968,ACETATO DE DESMOPRESSINA,
969,DECANOATO DE NANDROLONA,
970,DECANOATO DE HALOPERIDOL,
971,OXALATO DE ESCITALOPRAM,
972,SECNIDAZOL,
973,DEFIBROTIDA,
974,DELAFLOXACINO MEGLUMINA,
975,DELTAMETRINA,
976,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 1,
977,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 2,
978,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 3,
979,VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 4,
980,CETOROLACO TROMETAMINA,
981,VALPROATO DE SÓDIO,
982,ÁCIDO VALPRÓICO,
983,DIVALPROATO DE SÓDIO,
984,ACETATO DE METILPREDNISOLONA,
985,CIPIONATO DE TESTOSTERONA,
986,HYPERICUM PERFORATUM L.,
987,CLORETO DE DEQUALÍNIO,
988,NITRATO DE CERIO,
989,SULFADIAZINA DE PRATA,
990,PREDNICARBATO,
991,CLORIDRATO DE AMOROLFINA,
992,LIDOCAÍNA,
993,ÁCIDO SALICÍLICO,
994,FUROATO DE MOMETASONA,
995,ÁCIDO FUSÍDICO,
996,DEFERASIROX,
997,MESILATO DE DESFERROXAMINA,
998,DESFLURANO,
999,DESLANOSÍDEO,
1000,TARTARATO DE TOLTERODINA,
1001,DEXTRANA 500 (99M TC),
1002,DEXTRANA,
1003,FOSFATO DE DEXAMETASONA,
1004,CERA AUTO EMULSIONANTE,
1005,DEXAMETASONA FOSFATO DISSÓDICO,
1006,HIDROXOCOBALAMINA,
1007,ÁCIDO SILÍCICO COLOIDAL,
1008,FERRIPOLIMALTOSE,
1009,DEXLANSOPRAZOL,
1010,ACETAZOLAMIDA,
1011,CLORETO DE CÁLCIO DI-HIDRATADO,
1012,GLICOSE MONOIDRATADA,
1013,DICLOFENACO DE POTÁSSIO,
1014,DICLOFENACO COLESTIRAMINA,
1015,DICLOFENACO RESINATO,
1016,BETAISTINA,
1017,DICLORIDRATO DE FLUNARIZINA,
1018,DICLORIDRATO DE LEVOCETIRIZINA,
1019,DICLORIDRATO DE PRAMIPEXOL,
1020,DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,
1021,CITRATO DE DIETILCARBAMAZINA,
1022,MALEATO DE TRIMEBUTINA,
1023,DIMETICONA,
1024,PEPSINA,
1025,ACIDO CITRICO,
1026,CARBONATO DE SÓDIO,
1027,CLORIDRATO DE HIDROMORFONA,
1028,DIMENIDRINATO,
1029,SULFATO DE MORFINA PENTAIDRATADO,
1030,ÁCIDO BÓRICO,
1031,DIODARONE,
1032,ALANILGLUTAMINA,
1033,DIPIRIDAMOL,
1034,DIPIRONA SODICA,
1035,CLORIDRATO DE ADIFENINA,
1036,PROPOFOL,
1037,DISFOSFATO DE CLOROQUINA,
1038,DISOFENINA,
1039,FUROSEMIDA,
1040,PANTOPRAZOL MAGNÉSICO DI-HIDRATADO,
1041,HIDROXIBENZOATO DE VIMINOL,
1042,SUCCÍMER,
1043,DOBESILATO DE CÁLCIO,
1044,DOCETAXEL,
1045,DOCETAXEL TRIIDRATADO,
1046,AMOXICILINA SÓDICA,
1047,TRI-HEPTANOÍNA,
1048,DOMPERIDONA,
1049,MUCATO DE ISOMETEPTENO,
1050,PROCAÍNA,
1051,DORENZYME,
1052,CITRATO DE CÁLCIO,
1053,FEREDEDATO DE SÓDIO,
1054,CLORIDRATO DE MIDAZOLAM,
1055,MALEATO DE MIDAZOLAM,
1056,MIDAZOLAM,
1057,OCTREOTATO TETRAXETANA (177  LU),
1058,ÁCIDO GADOTÉRICO,
1059,DOLUTEGRAVIR SÓDICO,
1060,DOXICICLINA MONOIDRATADA,
1061,SUCCINATO DE METOPROLOL,
1062,FLUDROXICORTIDA,
1063,FLUDOXICORTIDA,
1064,DROPERIDOL,
1065,HIDRÓXIDO DE ALUMÍNIO,
1066,HIDRÓXIDO DE MAGNÉSIO,
1067,OXETACAÍNA,
1068,CLORIDRATO DE OXIBUTININA,
1069,ACETATO DE DEXTROALFATOCOFEROL,
1070,DUCTOQUINASE,
1071,ETODOLACO,
1072,TIGECICLINA,
1073,CASSIA FISTULA L.,
1074,PICOSSULFATO DE SÓDIO MONOIDRATADO,
1075,TRAVOPROSTA,
1076,NAPROXENO SÓDICO,
1077,ÁCIDO LÁTICO,
1078,GLICOSE MONOHIDRATADA,
1079,LACTULOSE,
1080,DIDROGESTERONA,
1081,DECANOATO DE TESTOSTERONA,
1082,FEMPROPIONATO DE TESTOSTERONA,
1083,ISOCAPROATO DE TESTOSTERONA,
1084,PROPIONATO DE TESTOSTERONA,
1085,CARBETOCINA,
1086,FENTANILA,
1087,CLORIDRATO DE MEBEVERINA,
1088,ÁCIDO URSODESOXICÓLICO,
1089,ÁLCOOL BENZÍLICO,
1090,MECOBALAMINA,
1091,FRUTOSE,
1092,BROMETO DE ACLIDÍNIO,
1093,ESTROGÊNIOS CONJUGADOS,
1094,ACETATO DE BAZEDOXIFENO,
1095,DUPILUMABE,
1096,PROPIONATO DE FLUTICASONA,
1097,BENZOATO DE SÓDIO,
1098,ÁCIDO ÉPSILON AMINOCAPRÓICO,
1099,EBASTINA,
1100,PITAVASTATINA CÁLCICA,
1101,DICLORIDRATO DE ETILENODICISTEÍNA DIETILÉSTER,
1102,PERMETRINA,
1103,EFAVIRENZ,
1104,SULFATO DE EFEDRINA,
1105,CLORIDRATO DE PRASUGREL,
1106,FLUORURACILA,
1107,PIRFENIDONA,
1108,CLORIDRATO DE BENSERAZIDA,
1109,BROMIDRATO DE ELETRIPTANA,
1110,PIMECROLIMO,
1111,ACETATO DE LEUPRORRELINA,
1112,PAPAVER SOMNIFERUM L.,
1113,VACCINIUM MACROCARPON AITON,
1114,ALFAEFMOROCTOCOGUE,
1115,ALFACORIFOLITROPINA,
1116,FLUOCINOLONA ACETONIDA,
1117,OMEPRAZOL,
1118,ALFAEFTRENONACOGUE,
1119,FOSAPREPITANTO DIMEGLUMINA,
1120,GALCANEZUMABE,
1121,FUMARATO DE CLEMASTINA,
1122,PRILOCAÍNA,
1123,GABAPENTINA,
1124,PREDNISOLONA,
1125,FOSFATO DICÁLCICO,
1126,FOSFATO MONOSSÓDICO,
1127,HIPOFOSFITO DE SÓDIO,
1128,VITAMINA A,
1129,VITAMINA D3,
1130,ÓLEO DE FÍGADO DE BACALHAU,
1131,ÓLEO DE SOJA,
1132,ENANTATO DE NORETISTERONA,
1133,ECHINACEA PURPUREA (L.) MOENCH,
1134,VASOPRESSINA SINTETICA,
1135,IMUNOGLOBULINA G,
1136,FOSFATO DE SÓDIO DIBÁSICO HEPTAIDRATADO,
1137,FOSFATO DE SÓDIO MONOBÁSICO MONOIDRATADO,
1138,LAURILSULFATO DE SÓDIO,
1139,ENFLURANO,
1140,MALEATO DE MEPIRAMINA,
1141,SULFUR,
1142,VINCETOXICUM HIRUNDINARIA,
1143,TRASTUZUMABE DERUXTECANA,
1144,BUDESONIDA MICRONIZADA,
1145,VEDOLIZUMABE,
1146,RHEUM PALMATUM L.,
1147,HEMITARTARATO DE NOREPINEFRINA,
1148,LAMOTRIGINA,
1149,ETOPOSÍDEO,
1150,SULPIRIDA,
1151,FULVESTRANTO,
1152,CETUXIMABE,
1153,MALEATO DE METILERGOMETRINA,
1154,VISMODEGIBE,
1155,BROMETO DE N-BUTILESCOPOLAMINA,
1156,PEMETREXEDE DISSÓDICO,
1157,APIS MELLIFICA,
1158,ATROPA BELLADONNA,
1159,ESCINA,
1160,POLISSULFATO DE ESCINA SÓDICA,
1161,SALICILATO DE DIETILAMÔNIO,
1162,FITOMENADIONA,
1163,BROMETO DE ROCURÔNIO,
1164,ESOMEPRAZOL MAGNÉSICO TRI-HIDRATADO,
1165,ESOMEPRAZOL MAGNÉSICO DI-HIDRATADO,
1166,ESOMEPRAZOL SÓDICO,
1167,METILBROMETO DE HOMATROPINA,
1168,SIMETICONA,
1169,DESOXIMETASONA,
1170,MAYTENUS ILICIFOLIA MART. EX REISSEK,
1171,ACETATO DE NORETISTERONA,
1172,ESTRADIOL,
1173,ESTOLATO DE ERITROMICINA,
1174,OMEPRAZOL MICROGRANULADOS,
1175,CARBONATO DE CÁLCIO 90%,
1176,ESTRIOL,
1177,OLEATO DE MONOETANOLAMINA,
1178,CLORIDRATO DE ETILEFRINA,
1179,ACETATO DE HIDROXOCOBALAMINA,
1180,CITIDINA 5''-MONOFOSFATO DISSÓDICO,
1181,FOSFATO DISSÓDICO DE CITIDINA,
1182,URIDINA-5''-TRIFOSFATO TRISSÓDICA,
1183,TRIFOSFATO TRISSÓDICO DE URIDINA,
1184,ETOMIDATO,
1185,ETOPOSIDO,
1186,ETOSSUXIMIDA,
1187,ARGENTUM NITRICUM,
1188,EUPHORBIA RESINIFERA,
1189,HEPAR SULPHUR,
1190,HYDRAGIUM BIIODATUM,
1191,LUFFA OPERCULATA,
1192,PULSATILLA,
1193,LEVOTIROXINA SÓDICA,
1194,ANTÍGENO DE SUPERFÍCIE DA HEPATITE B,
1195,BRIGATINIBE,
1196,CLORIDRATO DE DAUNORRUBICINA,
1197,FOSFATO DE FLUDARABINA,
1198,IFOSFAMIDA,
1199,CLORIDRATO DE IDARRUBICINA,
1200,CLORIDRATO DE MITOXANTRONA,
1201,HEMITARTARATO DE VINORELBINA,
1202,NORELGESTROMINA,
1203,RISDIPLAM,
1204,CAMBENDAZOL,
1205,HIDROGENOTARTARATO DE RIVASTIGMINA,
1206,RIVASTIGMINA,
1207,CLORIDRATO DE OXOMEMAZINA,
1208,ICODEXTRINA,
1209,PROTEÍNAS,
1210,TIMOSTIMULINA,
1211,PERTECNETATO DE SÓDIO (99M TC),
1212,ESZOPICLONA,
1213,IDURSULFASE,
1214,ELOTUZUMABE,
1215,ETANERCEPTE (TNFR:FC),
1216,SATRALIZUMABE,
1217,SACUBITRIL VALSARTANA SÓDICA HIDRATADA,
1218,VELPATASVIR,
1219,SOFOSBUVIR,
1220,ERDAFITINIBE,
1221,APALUTAMIDA,
1222,ROMOSOZUMABE,
1223,AFLIBERCEPTE,
1224,BETA-AGALSIDASE,
1225,MESILATO DE GEMIFLOXACINO,
1226,FAMOTIDINA,
1227,FAMPRIDINA,
1228,FANCICLOVIR,
1229,PRAZIQUANTEL,
1230,ÁGUA PARA INJETÁVEIS QSP,
1231,ETIONAMIDA,
1232,ISONIAZIDA,
1233,NEVIRAPINA,
1234,FOSFATO DE OSELTAMIVIR,
1235,DIFOSFATO DE PRIMAQUINA,
1236,DEXTROSE ANIDRA,
1237,PIROXICAM,
1238,BENRALIZUMABE,
1239,CITRATO DE SUFENTANILA,
1240,SULFATO DE VIMBLASTINA,
1241,FOLINATO DE CÁLCIO,
1242,METOTREXATO,
1243,COMPLEXO PROTROMBÍNICO PARCIALMENTE ATIVADO,
1244,ACETATO DE MEGESTROL,
1245,CLORETO DE CROMO,
1246,ESTEARATO DE MAGNÉSIO,
1247,MISTURA DE IODETO DE POTÁSSIO,
1248,PANTOTENATO CALCICO,
1249,SULFATO DE MANGANÊS MONOIDRATADO,
1250,ÁCIDO ASCÓ,
1251,SULFATO DE MANGANÊS,
1252,ÁCIDO FÓLIC,
1253,NITRATO DE BUTOCONAZOL,
1254,AMIDO,
1255,FENITOÍNA SÓDICA,
1256,FENOFIBRATO,
1257,MICOFENOLATO DE SÓDIO,
1258,FENOXIMETILPENICILINA POTÁSSICA,
1259,NITRATO DE FENTICONAZOL,
1260,CARBOXIMALTOSE FERRICA,
1261,DEFERIPRONA,
1262,SACARATO DE HIDRÓXIDO FÉRRICO,
1263,BISGLICINATO FERROSO,
1264,CLORIDRATO DE LEVOMILNACIPRANA,
1265,PLANTAGO OVATA PHIL.,
1266,CLORANFENICOL,
1267,DESOXIRRIBONUCLEASE,
1268,FIBRINOLISINA,
1269,FILGRASTIM,
1270,ACETATO DE ICATIBANTO,
1271,ACETATO DE DEGARELIX,
1272,RHODIOLA ROSEA L.,
1273,ÁCIDO FÍTICO,
1274,POLYGALA SENEGA L.,
1275,STRYPHNODENDRON ADSTRINGENS (MART.) COVILLE,
1276,PINUS PINASTER AITON,
1277,MELILOTUS OFFICINALIS (L.) PALL.,
1278,SYMPHYTUM OFFICINALE L.,
1279,CEREUS JAMACARU DC.,
1280,DORSTENIA ARIFOLIA LAM.,
1281,ERYTHRINA VELUTINA WILLD.,
1282,HIMATANTHUS LANCIFOLIUS (MULL.ARG.) WOODSON,
1283,CITRATO DE POTÁSSIO MONOIDRATADO,
1284,CITRATO DE SÓDIO DIHIDRATADO,
1285,ACETATO DE FLUORMETOLONA,
1286,SACCHAROMYCES CEREVISAE,
1287,ACETATO DE FLUDROCORTISONA,
1288,GELATINA,
1289,ÁCIDO FLUORÍDRICO,
1290,ÁCIDO FOSFÓRICO,
1291,OFLOXACINO,
1292,CEPA INFLUENZA TIPO B,
1293,CEPA INFLUENZA TIPO A (H1N1),
1294,CEPA INFLUENZA TIPO A (H3N2),
1295,DICLORIDRATO DE FLUFENAZINA,
1296,ENANTATO DE FLUFENAZINA,
1297,FUMARATO DE FORMOTEROL,
1298,FLUMAZENIL,
1299,FLUTAMIDA,
1300,CLORIDRATO DE ARGININA,
1301,DEXFOSFOSSERINA,
1302,FOSFATO DE LEVOTREONINA,
1303,GLUTAMINA,
1304,TERIPARATIDA,
1305,AGNUS CASTUS,
1306,NUPHAR LUTEUM,
1307,ONOSMODIUM VIRGINIANUM,
1308,FERRO QUELATO,
1309,FOSFATO DE POTÁSSIO DIBÁSICO,
1310,FOSFATO DE POTÁSSIO MONOBÁSICO,
1311,FOSFOMICINA TROMETAMOL,
1312,UROFOLITROPINA,
1313,TEOFILINA,
1314,NADROPARINA CÁLCICA,
1315,CLOBAZAM,
1316,ESSÊNCIA DE TEREBENTINA,
1317,CICHORIUM INTYBUS,
1318,TALIDOMIDA,
1319,ALFA METILDOPA,
1320,CICLOPIROX,
1321,ITRACONAZOL,
1322,NITROFURAL,
1323,DICLORIDRATO DE ETAMBUTOL,
1324,SULFADIAZINA,
1325,PIRAZINAMIDA,
1326,AZATIOPRINA,
1327,DAPSONA,
1328,FURP-DEXAMETASONA,
1329,SULFATO DE ESTREPTOMICINA,
1330,HALOPERIDOL,
1331,RIFAMPICINA,
1332,SULFATO FERROSO DESSECADO,
1333,ENFUVIRTIDA,
1334,CLORIDRATO DE ETAMBUTOL,
1335,RASBURICASE,
1336,INSULINA ASPARTE,
1337,POLISSULFATO DE MUCOPOLISSACARÍDEO,
1338,PEGFILGRASTIM,
1339,PERAMPANEL,
1340,CLORIDRATO DE LISINA,
1341,ÁCIDO GAMAMINOBUTÍRICO,
1342,GADOBUTROL,
1343,CITRATO DE GÁLIO 67GA,
1344,CLORIDRATO DE MIGALASTATE,
1345,HIDROBROMETO DE GALANTAMINA,
1346,TRICLORETO DE GÁLIO (68 GA),
1347,VILDAGLIPTINA,
1348,IMUNOGLOBULINA HUMANA ANTI-HEPATITE B,
1349,IMUNOGLOBULINA ANTITETÂNICA,
1350,BORAGO OFFICINALIS L.,
1351,GANCICLOVIR,
1352,GENTAMICINA,
1353,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 11,
1354,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 16,
1355,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 18,
1356,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 6,
1357,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 31,
1358,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 33,
1359,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 45,
1360,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 52,
1361,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 58,
1362,PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO T,
1363,MAYTENUS ILICIFOLIA MART.EX.REISS,
1364,GEL DE HIDRÓXIDO DE ALUMINIO,
1365,OBINUTUZUMABE,
1366,SUCCINILGELATINA,
1367,ESPONJA ESTERIL DE GELATINA ABSORVIVEL,
1368,GELATINA ABSORVÍVEL,
1369,EXTRATO FLUIDO DE BELADONA,
1370,LEVOMENTOL,
1371,GENFIBROZILA,
1372,ZINGIBER OFFICINALE ROSCOE,
1373,CICLOFOSFAMIDA MONOIDRATADA,
1374,COBICISTATE,
1375,ELVITEGRAVIR,
1376,INOSITOL,
1377,AMBRA GRISEA,
1378,BARYTA MURIATICA,
1379,D-PANTENOL,
1380,FOSFATO DE CÁLCIO DIBÁSICO,
1381,RUTOSÍDEO,
1382,SULFATO DE MAGNÉSIO,
1383,SULFATO DE POTÁSSIO,
1384,LEVONORGESTREL MICRONIZADO,
1385,MENTHA CRISPA L.,
1386,NITRATO DE ISOCONAZOL,
1387,DIMALEATO DE AFATINIBE,
1388,GIVOSIRANA SÓDICA,
1389,CARMUSTINA,
1390,CLORETO DE SÓDIO USP,
1391,GLICONATO DE CÁLCIO,
1392,CLORPROPAMIDA,
1393,LINAGLIPTINA,
1394,GLUCAGON,
1395,ANTIMONIATO DE MEGLUMINA,
1396,GLICEROFOSFATO DE SÓDIO,
1397,ACETATO DE TERLIPRESSINA,
1398,ÁCIDO GLICÓLICO,
1399,EMPAGLIFLOZINA,
1400,ALFAFOLITROPINA,
1401,ACETATO DE TRIPTORRELINA,
1402,TRANDOLAPRIL,
1403,COLECALCIFEROL CRISTALIZADO,
1404,ACONITUM NAPELLUS,
1405,BRYONIA CRETICA L.,
1406,LACHESIS MUTA,
1407,ACONITUM NAPELLUS L.,
1408,CEPHAELIS IPECACUANHA (BROT.) A. RICH,
1409,MYROXYLON BALSAMUM (L.) HARMS,
1410,NASTURTIUM OFFICINALE R.BR.,
1411,IOBENGUANO 131I,
1412,IMUNOGLOBULINA ANTI-D,
1413,FERRO,
1414,FLUORETO,
1415,IODO,
1416,MANGANÊS,
1417,PANAX GINSENG,
1418,POTÁSSIO,
1419,CLORIDRATO DE GRANISETRONA,
1420,PANTOPRAZOL SÓDICO SESQUI-HIDRATADO,
1421,LANSOPRAZOL,
1422,FATOR VON WILLEBRAND,
1423,BOSENTANA,
1424,MESILATO DE ERIBULINA,
1425,PROPIONATO DE HALOBETASOL,
1426,LEDIPASVIR,
1427,VÍRUS DA HEPATITE A INATIVADO,
1428,RHAMNUS PURSHIANA DC.,
1429,OLEO VEGETAL/OLEO RESINA,
1430,POLYPODIUM LEUCATOMOS POIR.,
1431,CARBONATO DE LODENAFILA,
1432,HEMITARTARATO DE NOREPINEFRINA MONOIDRATADA,
1433,HEMITARTARATO DE ZOLPIDEM,
1434,HEPARINA SUÍNA,
1435,SULFATO DE MAGNÉSIO HEPTAIDRATADO,
1436,CAPSICUM ANNUUM L.,
1437,IOBITRIDOL,
1438,ASPARTATO DE ORNITINA,
1439,HEPARINA SÓDICA BOVINA,
1440,FENTOLAMINA,
1441,ISETIONATO DE HEXAMIDINA,
1442,BEMIPARINA SÓDICA,
1443,TRETINOÍNA,
1444,HIDROSMINA,
1445,HIDROXIURÉIA,
1446,CLORIDRATO DE DELAPRIL,
1447,DICLORIDRATO DE MANIDIPINO,
1448,PSEUDOEFEDRINA,
1449,HYPERICUM PERFORATUM,
